제품명,제품군 대분류,제품군 중분류,제품군 소분류,업체명,업체주소,생산지,출처,처분권자,조치일자,조치내용,위반내용,기타
제습인형 리얼펫 소형 웰시코기,기타류,"습기제거제, 탈취제",탈취제/살균제/습기제거제,[수입] 주식회사 에코벨(070-4693-1001),인천광역시 서구 원당대로608번 안길 9-48,중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-26,"수입금지, 판매금지, 회수명령",안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기],신고증명서 발급(2022.2.3) 이전 제품이 회수대상이므로 신고번호(DB21-27-0888) 표시제품 유통 가능
제습인형 리얼펫 소형 허스키,기타류,"습기제거제, 탈취제",탈취제/살균제/습기제거제,[수입] 주식회사 에코벨(070-4693-1001),인천광역시 서구 원당대로608번 안길 9-48,중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-26,"수입금지, 판매금지, 회수명령",안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기],신고증명서 발급(2022.2.3) 이전 제품이 회수대상이므로 신고번호(DB21-27-0888) 표시제품 유통 가능
제습인형 리얼펫 소형 래브라도,기타류,"습기제거제, 탈취제",탈취제/살균제/습기제거제,[수입] 주식회사 에코벨(070-4693-1001),인천광역시 서구 원당대로608번 안길 9-48,중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-26,"수입금지, 판매금지, 회수명령",안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기],신고증명서 발급(2022.2.4) 이전 제품이 회수대상이므로 신고번호(DB21-27-0888) 표시제품 유통 가능
유리복원제,코팅/접착제류,접합제,접합제,[수입/판매] 주식회사 에코벨(070-4693-1001),인천광역시 서구 원당대로608번 안길 9-48,중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-26,"수입금지, 판매금지, 회수명령",안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기],신고증명서 발급(2022.1.14) 이전 제품이 회수대상이므로 신고번호(CB22-11-0006) 표시제품 유통 가능
천연 무향 정전기방지 스프레이,코팅/접착제류,특수목적 코팅제,"특수목적코팅제, 탈취제",[제조/판매] 캐니스팜 canisfam (뽀기네치즈) ,경기도 광주시 도척면 도척로803번길 68-11 A동,,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-29,"제조금지, 판매금지, 회수명령",안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기],
쿨잠 룸스프레이,방향제류,방향제,방향제,[제조/판매] 캐니스팜 canisfam (뽀기네치즈) ,경기도 광주시 도척면 도척로803번길 68-11 A동,,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-29,"제조금지, 판매금지, 회수명령",안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기],
모기야 가라,살생물제류,보건용 기피제,보건용 기피제,[제조/판매] 캐니스팜 canisfam (뽀기네치즈) ,경기도 광주시 도척면 도척로803번길 68-11 A동,,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-29,"제조금지, 판매금지, 회수명령",안전·표시기준 위반[승인 미실시 및 표시사항 미표기],
시나몬 스프레이,살생물제류,보건용 기피제,보건용 기피제,[제조/판매] 캐니스팜 canisfam (뽀기네치즈) ,경기도 광주시 도척면 도척로803번길 68-11 A동,,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-29,"제조금지, 판매금지, 회수명령",안전·표시기준 위반[승인 미실시 및 표시사항 미표기],
진드기 방지실리카,기타류,"습기제거제, 탈취제",탈취제/습기제거제/보건용기피제,[수입/판매] ㈜케어맥스코리아(031-901-9163),"경기도 파주시 경의로 1042, 5층 504호(야당동, 더진빌딩)",일본,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-29,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시, 승인 미실시 및 표시사항 미표기]",
미니초 실버 트위스트 캔들,기타류,초,초,[수입/판매] 써니토퍼,"경기도 안양시 동안구 전파로 88, 2층 201호 (호계동, 신원비젼타워)",중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-25,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
각진하트초,기타류,초,초,[수입/판매] 써니토퍼,"경기도 안양시 동안구 전파로 88, 2층 201호 (호계동, 신원비젼타워)",중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-25,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
숫자초,기타류,초,초,[수입/판매] 써니토퍼,"경기도 안양시 동안구 전파로 88, 2층 201호 (호계동, 신원비젼타워)",중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-25,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
HBD 초,기타류,초,초,[수입/판매] 써니토퍼,"경기도 안양시 동안구 전파로 88, 2층 201호 (호계동, 신원비젼타워)",중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-25,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
샹들리에 초,기타류,초,초,[수입/판매] 써니토퍼,"경기도 안양시 동안구 전파로 88, 2층 201호 (호계동, 신원비젼타워)",중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-25,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
수리키트 접착제,코팅/접착제류,접착제,접착제,[판매] 유별상점,경기 화성시 향남읍 하길로 69,중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-25,"판매금지,회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
유니콘 캔들,기타류,초,초,[판매] 마인드보울,서울특별시 송파구 송파대로 567 (잠실주공아파트),,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-25,"판매금지,회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
ROOMSPRAY(마조람캣향),방향제류,방향제,방향제,[제조/판매]위드썸컴퍼니,제주특별자치도 서귀포시 안덕면 화순중앙로12번길 39,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,영산강유역환경청,2022-08-24,"제조·판매금지, 회수명령","안전기준 적합확인 미실시, 표시기준 전체 미표기","자가검사번호(D-A09B-H084001-A160호, 2016.5.16)로 방향제 품목으로 발급받았으나 유효기간 만료"
ROOMSPRAY(시나몬+시트로넬라+유칼립투스향),방향제류,"방향제, 보건용 기피제","방향제, 보건용기피제",[제조/판매]위드썸컴퍼니,제주특별자치도 서귀포시 안덕면 화순중앙로12번길 39,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,영산강유역환경청,2022-08-24,"제조·판매금지, 회수명령","안전기준 적합확인 및 승인 미실시, 표시기준 전체 미표기","자가검사번호(D-A09B-H084001-A160호, 2016.5.16)로 방향제 품목으로 발급받았으나 유효기간 만료"
섬유향수(화이트머스크향),방향제류,탈취제,탈취제,[제조/판매]위드썸컴퍼니,제주특별자치도 서귀포시 안덕면 화순중앙로12번길 39,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,영산강유역환경청,2022-08-24,"제조·판매금지, 회수명령","안전기준 적합확인 미실시,표시기준 전체 미표기","자가검사번호(D-A10B-H00350001-A180호, 2018.6.4)로 탈취제 품목으로 발급받았으나 유효기간 만료"
섬유탈취제(티트리+페퍼민트향),방향제류,탈취제,탈취제,[제조/판매]위드썸컴퍼니,제주특별자치도 서귀포시 안덕면 화순중앙로12번길 39,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,영산강유역환경청,2022-08-24,"제조·판매금지, 회수명령","안전기준 적합확인 미실시, 표시기준 전체 미표기","자가검사번호(D-A10B-H00350001-A180호, 2018.6.4)로 탈취제 품목으로 발급받았으나 유효기간 만료"
해피 진주 초,기타류,초,초,[수입/판매] 파티버킷(032-761-2422),인천 중구 자유공원로 27번길 7-6,중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-23,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
하트 얼굴 스마일 생일 초,기타류,초,초,[수입/판매] 파티버킷(032-761-2422),인천 중구 자유공원로 27번길 7-6,중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-23,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
신기패골드(데카메트린),살생물제류,보건용 살충제,보건용 살충제,[판매] 리온통상,경기 성남시 분당구 금곡로 201,중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-22,"판매금지,회수명령","표시기준 위반[표시사항 미표기]",
메탈릭 꼬불이초,기타류,초,초,[수입/판매] 파티버킷(032-761-2422),인천 중구 자유공원로 27번길 7-6,중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-23,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
수박 생일 파티 초,기타류,초,초,[수입/판매] 파티버킷(032-761-2422),인천 중구 자유공원로 27번길 7-6,중국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-23,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
겨울매직 인센스스틱(오렌지&클롭향),방향제류,방향제,방향제,[수입/판매] 패스비(02-6084-5556),서울특별시 용산구 우사단로10길 129 1층(한남동),인도,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-19,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
만달라 인센스스틱(로즈),방향제류,방향제,방향제,[수입/판매] 패스비(02-6084-5556),서울특별시 용산구 우사단로10길 129 1층(한남동),인도,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-19,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
챠크라 인센스콘(라벤더),방향제류,방향제,방향제,[수입/판매] 패스비(02-6084-5556),서울특별시 용산구 우사단로10길 129 1층(한남동),인도,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-19,"수입금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
공방바소 석고방향제(러브미),방향제류,방향제,방향제,[제조/판매] 공방바소 ,"서울특별시 성동구 사근동10길 7, 501호",대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-08-16,"제조금지, 판매금지, 회수명령","안전·표시기준 위반[안전기준 적합확인 미실시 및 표시사항 미표기]",
